category,title_ar,title_en,slug,active_period,school
thinkers,ديفيد ك. رينولدز,David K. Reynolds,thk-dreynolds,1976-2010,Constructive Living
thinkers,دينس ساليبي,Dennis Saleeby,thk-dsaleeby,1992,العلاج القائم على القوة (Strengths-Based)
thinkers,ديفيد شارف,David E. Scharff,thk-dscharff,1985,br-dynamic-couples-family-therapy
thinkers,دَريل شارب,Daryl Sharp,thk-dsharp,,مدرسة التحليل النفسي
thinkers,دان سيغل,Daniel J. Siegel,thk-dsiegel,1999,التكامل العصبي البيني الشخصي (Interpersonal Neurobiology)
thinkers,ديفيد سبيجل,David Spiegel,thk-dspiegel,1980,التنويم المعرفي
thinkers,دونَل ب. سترن,Donnel B. Stern,thk-dstern,,التحليل النفسي
thinkers,ديفيد تاسّي,David Tacey,thk-dtacey,,مدرسة التحليل النفسي
thinkers,ديزموند توتو,Desmond Tutu,thk-dtutu,1976-2021,علم نفس الأوبونتو (Ubuntu)
thinkers,ديفيد واليس,David Wallis,thk-dwallis,1990-2010,العلاج السردي (Narrative Therapy)
thinkers,دونغ-وي تشن,Dong-wei Chen,thk-dwchen,,البحث الظاهراتي
thinkers,دانيال وايل,Daniel B. Wile,thk-dwile,1981,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,توماس ج. دزوريلا,Thomas J. D'Zurilla,thk-dzurilla,1971-2010,المعرفية السلوكية
thinkers,إليزابيث ألين,Elizabeth S. Allen,thk-eallen,2000,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,دونالد باير,Donald M. Baer,thk-ebaer,1968-2001,br-aba-autism
thinkers,إستر بيك,Esther Bick,thk-ebick,,التحليل النفسي
thinkers,إرنا بلانش,Erna Imperatore Blanche,thk-eblanche,1970,br-sensory-integration
thinkers,إدوارد بوردين,Edward Bordin,thk-ebordin,1943-1981,علاج التبعية-السلطة (SAR)
thinkers,[مؤسِّسو رابطة ساندبلاي في أمريكا],Founders of Sandplay Therapists of America (STA),thk-ebosnak,,مدرسة التحليل النفسي
thinkers,إريك بيرن,Eric Berne,thk-eburne,1956-1970,تحليل المعاملات (TA)
thinkers,بروس إيكر,Bruce Ecker,thk-ecker,1996,المعرفية السلوكية
thinkers,إيما كول,Emma Cole,thk-ecolle,2010,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,إيميلي كونراد,Emilie Conrad,thk-econrad,1970-2014,Body-Mind Centering
thinkers,إدوارد تولمان,Edward C. Tolman,thk-ectolman,,مدرسة التحليل النفسي
thinkers,إيفا درايكرز فيرغوسون,Eva Dreikurs Ferguson,thk-edferguson,,علم النفس الفردي
thinkers,إدوارد إف. إيدينغر,Edward F. Edinger,thk-edinger,,مدرسة التحليل النفسي
thinkers,[مؤسِّسو AAPA / مُنظِّمو SCAP / SVAJ / SOMEJ / SCAJ],Founders of Latin American Jungian societies,thk-edsch,,مدرسة التحليل النفسي
thinkers,هيوغز إنغلهارت,H. Tristram Engelhardt Jr.,thk-eengelhardt,1970-2018,البحث الظاهراتي
thinkers,إدوارد فريدمان,Edward H. Friedman,thk-efriedman,1980,العلاج الأسري بالأنساق (بوين)
thinkers,إ. ثوريت غاستون,E. Thayer Gaston,thk-egaston,1945-1970,العلاج بالموسيقى
thinkers,يوجين جيندلين,Eugene T. Gendlin,thk-egendlin,1962-2017,التركيز (Focusing)
thinkers,إيميت هاتشنز,Emmett Hutchins,thk-ehutchins,1970-2010,الرولفينغ والتكامل الهيكلي
thinkers,إيفان إمبير-بلاك,Evan Imber-Black,thk-eimber,1990,br-dynamic-couples-family-therapy
thinkers,ماكس آيتينغون,Max Eitingon,thk-eitingon,,مدرسة التحليل النفسي
thinkers,إيما يونغ,Emma Jung,thk-ejung,,مدرسة التحليل النفسي
thinkers,إريك كاندِل,Eric Kandel,thk-ekandel,,علم النفس
thinkers,ستانلي كِلمان,Stanley Keleman,thk-ekeleman,1970-2018,PBSP (Pesso Boyden System Psychomotor)
thinkers,إديث كرامر,Edith Kramer,thk-ekramer,1950-2014,العلاج بالفن
thinkers,إرڤين لازلو,Ervin Laszlo,thk-e-laszlo,1966,النظرية العامة للأنظمة
thinkers,إيلينور كريزوستومو,Eleanor Crisostomo,thk-eleanor-crisostomo,2000,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,إيلين ليفين,Ellen Levine,thk-elevine,1990,الفنون التعبيرية التعددية
thinkers,إلين ربيك,Elin Rbæk,thk-elin-rbaek,2000,فرق العكس العاكسة (Reflecting Teams)
thinkers,ألبرت إليس,Albert Ellis,thk-ellis,1955-2006,المعرفية السلوكية
thinkers,إليزابيث لوكاس,Elisabeth S. Lukas,thk-elukas,1972,br-logotherapy
thinkers,إيف مارودا,Evelyn Maroda,thk-emaroda,1998,العلاج العلائقي المجسد (ERT)
thinkers,إميل كوي,Émile Coué,thk-emilecoue,1910-1926,التنويم الذاتي
thinkers,روبرت إيمونز,Robert A. Emmons,thk-emmons,1990,علم النفس الإيجابي (Seligman)
thinkers,إنيذ بالينت,Enid Balint,thk-enidbalint,,التحليل النفسي
thinkers,إيلسا باث كاستيّو,Elsa Paz Castillo,thk-epaz,,مدرسة التحليل النفسي
thinkers,إيڤا بيراكوس (بروش),Eva Pierrakos (Broch),thk-epierrakos,,علم نفس الجسد
thinkers,إرفينغ بولستر,Erving Polster,thk-epolster,1965-2019,علاج الجشطالت (Gestalt Therapy)
thinkers,إيڤا رايخ,Eva Reich,thk-ereich,,علم نفس الجسد
thinkers,إريك رايشيلت,Eric Reichelt,thk-ereichelt,1970,br-teacch
thinkers,إيرل إريكسون,Ernest Lawrence Rossi,thk-erickson-erl,1970-2009,التنويم الإريكسوني
thinkers,إريك پيرسون,Erik Pearson,thk-erikpearson,2005,br-restorative-justice
thinkers,إريك إريكسون,Erik Erikson,thk-erikson,,مدرسة التحليل النفسي
thinkers,إيلينور روش,Eleanor Rosch,thk-erosch,1973,br-embodied-cognition-therapy
thinkers,إليزابيث سايبل,Elizabeth Saebel,thk-esaebel,2000,الموجة الثالثة
thinkers,إدغار شين,Edgar H. Schein,thk-eschein,1956-2022,الحقل الظاهراتي (Lewin)
thinkers,إريك شوبلر,Eric Schopler,thk-eschopler,1972-2006,br-teacch
thinkers,إيفان تومسون,Evan Thompson,thk-ethompson,1990,br-embodied-cognition-therapy
thinkers,يوجين تيلور,Eugene Taylor,thk-eugenetaylor,1980-2018,العلاج بالخبرة/التجريبي
thinkers,إيفريت شوستروم,Everett L. Shostrom,thk-everettshostrom,1963-1992,علم النفس الإنساني
thinkers,إيفانجلين مانس,Evangeline Munns,thk-evmunns,1985,Theraplay (العلاج بالألعاب العلائقي)
thinkers,إرنست س. وولف,Ernest S. Wolf,thk-ewolf,,التحليل النفسي
thinkers,ميشيل فان,Michel Fain,thk-fain,,مدرسة التحليل النفسي
thinkers,رونالد فيربيرن,Ronald Fairbairn,thk-fairbairn,,مدرسة التحليل النفسي
thinkers,فريدريك ماتياس ألكسندر,Frederick Matthias Alexander,thk-falexander,1894-1955,تقنية ألكسندر
thinkers,فرانك فاريلي,Frank Farrelly,thk-farrelly,1963-2008,الإنسانية
thinkers,فريد برلين,Fred S. Berlin,thk-fberlin,1985,br-sotp
thinkers,فلورنس كاني,Florence Cane,thk-fcaine,1930-1952,العلاج بالفن
thinkers,بول فيديرن,Paul Federn,thk-federn,,مدرسة التحليل النفسي
thinkers,فريد إيمري,Fred E. Emery,thk-femery,1955-1997,النظرية العامة للأنظمة
thinkers,ساندور فيرينتزي,Sándor Ferenczi,thk-ferenczi,,مدرسة التحليل النفسي
thinkers,فرانسيسكو غوتيريس,Francisco Gutiérrez,thk-fgutier,1975-2020,علم نفس التحرير (Liberation Psychology)
thinkers,فريغا هاوُغ,Frigga Haug,thk-fhaug,1980,علم النفس النقدي
thinkers,ف. كي. فو,F. K. Fu,thk-fkfu,1980,br-teacch
thinkers,فرانك ليك,Frank Lake,thk-flake,1950-1982,العلاج البدائي
thinkers,فرانتس أنطون ميسمر,Franz Anton Mesmer,thk-fmesmer,1773-1815,الماسمرية
thinkers,ماري كورنين,Mary E. Corrigan,thk-fmodestin,1990,br-psychiatric-vocational-rehab
thinkers,فريد نيومان,Fred Newman,thk-fnewman,1978-2011,العلاج الاجتماعي (Social Therapy)
thinkers,إدنا ب. فوا,Edna B. Foa,thk-foa,1985,المعرفية السلوكية
thinkers,مايكل فوردام,Michael Fordham,thk-fordham,,مدرسة التحليل النفسي
thinkers,إس. إتش. فولكس,Siegmund Heinrich Foulkes,thk-foulkes,,التحليل النفسي
thinkers,فريدريش (فريتز) بيرلز,Fritz Perls,thk-fperls,1935-1970,علاج الجشطالت (Gestalt Therapy)
thinkers,فريد بيسشكيان,Farid Peseschkian,thk-fpeseschkian,1990,العلاج الإيجابي عبر-الثقافي (Peseschkian)
thinkers,فرانك أندرسون,Frank G. Anderson,thk-frankanderson,2005,الأنساق الأسرية الداخلية (IFS)
thinkers,فريديريك ليونغ,Frederick T. L. Leong,thk-frederickleong,1990,الاستشارات متعددة الثقافات
thinkers,دانيال فريمان,Daniel Freeman,thk-freeman,1995,المعرفية السلوكية
thinkers,سيغموند فرويد,Sigmund Freud,thk-freud,,مدرسة التحليل النفسي
thinkers,فريدا فروم-رايخمان,Frieda Fromm-Reichmann,thk-fromm-reichmann,,مدرسة التحليل النفسي
thinkers,بوريس فريدريك سكينر,B. F. Skinner,thk-fskinner,,مدرسة التحليل النفسي
thinkers,فرانسي تَستن,Frances Tustin,thk-ftustin,,التحليل النفسي
thinkers,كارل فورتمولر,Carl Furtmüller,thk-furtmuller,,علم النفس الفردي
thinkers,فرانك فان دير زي,Frans van der Zee,thk-fvanderzee,2000,علم النفس الإيجابي الشرقي
thinkers,فرانسيس فوغان,Frances Vaughan,thk-fvaughan,1979,علم النفس عبر الشخصي
thinkers,فريد فولكمار,Fred R. Volkmar,thk-fvolkmar,1985,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,فرانك يَرمسون,Frank Yeomans,thk-fyeomans,,التحليل النفسي
thinkers,جين أبيل,Gene G. Abel,thk-gabel,1975-2010,br-sotp
thinkers,غلاديس آدامولي,Gladys Adamoli,thk-gadamoli,,مدرسة التحليل النفسي
thinkers,غيرهارد أدلر,Gerhard Adler,thk-gadler,,التحليل النفسي
thinkers,جورج بَخ,George R. Bach,thk-gbach,1966-1986,حركة اللقاء الجماعي
thinkers,غاري بوند,Gary R. Bond,thk-gbond,1980,br-case-management
thinkers,جوزيبي سيفيتارِس,Giuseppe Civitarese,thk-gcivitarese,,التحليل النفسي
thinkers,جين كومبز,Gene Combs,thk-gcombs,1985,العلاج السردي (Narrative Therapy)
thinkers,غاري كريغ,Gary Craig,thk-gcraig,1995,Thought Field Therapy (TFT)
thinkers,جوزيبي كرابّارو,Giuseppe Craparo,thk-gcraparo,,مدرسة التحليل النفسي
thinkers,غي دايموند,Guy S. Diamond,thk-gdiamond,2000,ABFT (العلاج الأسري المرتكز على التعلق)
thinkers,خينا دياث,Gina Díaz,thk-gdiaz,,مدرسة التحليل النفسي
thinkers,جين إينيس,Gene Ennis,thk-gene-ennis,2015,br-recovery-oriented
thinkers,جورج إنغل,George L. Engel,thk-gengel,1953-1999,علم النفس الطبي النفسي
thinkers,جورج تومبسون,George Thompson,thk-george-thompson,2000,تحليل المعاملات (TA)
thinkers,جينوفينو فيري,Genovino Ferri,thk-gferri,,علم نفس الجسد
thinkers,غي. آي. غورجييف,G. I. Gurdjieff,thk-ggurdjieff,1912-1949,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,غلين هوفمان,Glen T. Hoffman,thk-ghoffman,2000,دائرة الأمان (Circle of Security)
thinkers,وولفغانغ غيغيريش,Wolfgang Giegerich,thk-giegerich,,مدرسة التحليل النفسي
thinkers,جيليان أبوت,Gillian Abbott,thk-gillian-abbott,2015,العلاج الديناميكي البيني القصير (DIT)
thinkers,غريغوري جوهانسون,Gregory Johanson,thk-gjohanson,1985,هاكومي (Hakomi)
thinkers,جيرالد كَلِرمان,Gerald Klerman,thk-gklerman,1964-1992,العلاج البيني-الشخصي (IPT)
thinkers,غاري لاندريث,Garry L. Landreth,thk-glandreth,1968,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,ويليام غلاسر,William Glasser,thk-glasser,1965-2013,الإنسانية
thinkers,جورج ليونارد,George Leonard,thk-gleonard,1966-2010,حركة اللقاء الجماعي
thinkers,إدوارد غلوفر,Edward Glover,thk-glover,,مدرسة التحليل النفسي
thinkers,غاري ميسيبوف,Gary B. Mesibov,thk-gmesibov,1972,br-teacch
thinkers,جورجيو ناردوني,Giorgio Nardone,thk-gnardone,1987,br-brief-strategic-therapy
thinkers,جوزيف غولد,Joseph Gold,thk-gold,1990,التكاملية/الانتقائية
thinkers,أرنولد غولدبرغ,Arnold Goldberg,thk-goldberg,,مدرسة التحليل النفسي
thinkers,مارفين غولدفريد,Marvin R. Goldfried,thk-goldfried,1970-2018,التكاملية/الانتقائية
thinkers,لاما أناغاريكا غوفيندا,Lama Anagarika Govinda,thk-govinda,,مدرسة التحليل النفسي
thinkers,جانيت باريس,Ginette Paris,thk-gparis,,التحليل النفسي
thinkers,أندريه غرين,André Green,thk-green-a,,مدرسة التحليل النفسي
thinkers,ليزا فيرلي غرينبرغ,Leslie S. Greenberg,thk-greenberg-lisa,1975,الإنسانية
thinkers,راي غرينوالد,Ricky Greenwald,thk-greenwald,2005,العلاج المتمركز حول الصدمة
thinkers,رولاند غريفيثز,Roland R. Griffiths,thk-griffiths,2006,العلاج بمساعدة السيكوديلك
thinkers,غيليس روز,Giles M. Rose,thk-grose,1985-2010,br-psychiatric-rehabilitation
thinkers,غيلي روزيليني,Gayle Rosellini,thk-groselli,1990,علاج إيماغو العلائقي (Imago)
thinkers,غاري شوارتز,Gary E. Schwartz,thk-gschwartz,1975,br-ai-chatbot-therapy
thinkers,جيفري شيبرد,Geoffrey Shepherd,thk-gshepherd,1980,br-case-management
thinkers,غراهام سميث,Graham Hingangaroa Smith,thk-gsmith,1990,Kaupapa Māori Psychology
thinkers,فيليكس غواتاري,Félix Guattari,thk-guattari,,مدرسة التحليل النفسي
thinkers,أدولف غوغنبوهل-كرايغ,Adolf Guggenbühl-Craig,thk-guggenb,,مدرسة التحليل النفسي
thinkers,جونيل سيدِربلاد,Gunnel Cederblad,thk-gunnel-cederblad,1990,تحليل المعاملات (TA)
thinkers,هاري غانترب,Harry Guntrip,thk-guntrip,,مدرسة التحليل النفسي
thinkers,غونتهارد فيبر,Gunthard Weber,thk-gweber,1985,تشكيلات الأسرة (Family Constellations)
thinkers,هارلين أندرسون,Harlene Anderson,thk-handerson,1985,الأنظمة اللغوية التعاونية
thinkers,بربارة حنّة,Barbara Hannah,thk-hannah,,التحليل النفسي
thinkers,هاري أبونت,Harry J. Aponte,thk-haponte,1970,العلاج الأسري البنيوي
